Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA20,SMA50,SMA200,EMA12,EMA26,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Percentage
2020-02-03 00:00:00-05:00,73.75336479143553,75.98075102109374,73.24923723777304,74.81010437011719,173788400,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-04 00:00:00-05:00,76.42187506467558,77.47134392906342,76.01469422241806,77.27986907958984,136616400,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-05 00:00:00-05:00,78.411758747791,78.71230341688808,77.30413037546758,77.9100570678711,118826800,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-06 00:00:00-05:00,78.18149548402742,78.82377617084421,77.62161992339047,78.82135009765625,105425600,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-07 00:00:00-05:00,78.31846195048404,78.56869590968388,77.25678964383889,77.74996948242188,117684000,0.1925,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-10 00:00:00-05:00,76.32871506198767,78.11922454833984,76.24854620453041,78.11922454833984,109348800,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-11 00:00:00-05:00,78.6172776735546,78.69015846210117,77.42926892141327,77.64791870117188,94323200,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-12 00:00:00-05:00,78.09979248720818,79.49673094210661,78.09979248720818,79.49187469482422,113730400,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-13 00:00:00-05:00,78.76061799356015,79.25379778682812,78.55654436332367,78.92581939697266,94747600,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-14 00:00:00-05:00,78.89422750170591,79.19548537647773,78.43506373229454,78.94525146484375,80113600,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-18 00:00:00-05:00,76.61539889824193,77.68193472739671,76.4331895126421,77.49972534179688,152531200,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-19 00:00:00-05:00,77.74267613948199,78.8529405124876,77.74267613948199,78.62213897705078,93984000,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81139973779932,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-20 00:00:00-05:00,78.38160436292632,78.87235220810766,77.30778066851408,77.81553649902344,100566000,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.81203616260304,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-21 00:00:00-05:00,77.40741721613844,77.85201234060355,75.43469780285128,76.05420684814453,129554000,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,77.54160088345557,72.52914563208992,45.59093927726555,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-24 00:00:00-05:00,72.21809093869149,73.89927218972448,70.26723591941703,72.44159698486328,222195200,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,76.75698489905676,72.52914563208992,31.815552589728924,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-25 00:00:00-05:00,73.11455016100783,73.49840130839426,69.51409119791701,69.98783111572266,230673600,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,75.71557662469766,72.52914563208992,26.05664079955322,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-26 00:00:00-05:00,69.61127139696013,72.36870817005541,69.60398331830831,71.09809875488281,198054800,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,75.00519541395691,72.52914563208992,32.049991800883305,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-27 00:00:00-05:00,68.29207996071155,69.48251314363536,66.31449718169252,66.45054626464844,320605600,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,73.68909554483253,72.52914563208992,23.473210515245768,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-02-28 00:00:00-05:00,62.5002450361747,67.6385477294233,62.28401969410227,66.41166687011719,426510000,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,72.56949113333786,72.52914563208992,23.41675543801999,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-03-02 00:00:00-05:00,68.57874117120816,73.23358365974926,67.47090889947629,72.59463500976562,341397200,0.0,0.0,75.43387107849121,68.16284400939941,90.19618082046509,72.57335942201905,72.52914563208992,45.758766713201005,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.532452683287,75.43387107849121,67.33528947369541,16.197163209591594,0.3247078187713604
2020-03-03 00:00:00-05:00,73.77535933674136,73.85552819395053,69.43391136932343,70.2890853881836,319475600,0.0,0.0,75.20782012939453,68.16284400939941,90.19618082046509,72.22193264758283,72.52914563208992,40.960188281961486,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.61011593838212,75.20782012939453,66.80552432040695,16.804591617975177,0.20729816867732906
2020-03-04 00:00:00-05:00,72.01887482066405,73.7097760122306,71.21472457823452,73.54943084716797,219178400,0.0,0.0,75.02129821777343,68.16284400939941,90.19618082046509,72.4261631398267,72.52914563208992,49.09056054337653,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.3969048704017,75.02129821777343,66.64569156514517,16.751213305256528,0.4121336858540513
2020-03-05 00:00:00-05:00,71.7953572173482,72.77442872757254,70.79685330071517,71.16370391845703,187572800,0.0,0.0,74.68398056030273,68.16284400939941,90.19618082046509,72.23193864423136,72.52914563208992,44.28480175763693,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,83.1103009439699,74.68398056030273,66.25766017663555,16.85264076733435,0.29111424194900737
2020-03-06 00:00:00-05:00,68.5107340510731,70.65351836354851,68.32366840377551,70.21864318847656,226176800,0.0,0.0,74.25384521484375,68.16284400939941,90.19618082046509,71.92220088180754,72.52914563208992,42.509494274055754,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,82.66972851831665,74.25384521484375,65.83796191137085,16.83176660694579,0.26026271510311805
2020-03-09 00:00:00-04:00,64.07697705987908,67.56082015516542,63.89476764643867,64.66490936279297,286744800,0.0,0.0,73.5995922088623,68.16284400939941,90.19618082046509,70.80569449426685,72.52914563208992,33.90709668583679,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,82.82238272856999,73.5995922088623,64.37680168915462,18.445581039415373,0.015619333054497373
2020-03-10 00:00:00-04:00,67.3300001443454,69.58939303727469,65.44230660133874,69.32215118408203,285290000,0.0,0.0,73.15973854064941,68.16284400939941,90.19618082046509,70.57745706193072,72.52914563208992,44.11938685239013,-1.951688570159206,-3.2377752731478306,-0.9530706469462746,82.31724174949039,73.15973854064941,64.00223533180844,18.315006417681957,0.2904675942203089
2020-03-11 00:00:00-04:00,67.39075287348057,68.3212322165363,66.04725520576122,66.9145736694336,255598800,0.0,0.0,72.6230712890625,68.16284400939941,90.19618082046509,70.01393654000807,72.1132514126339,40.62480083870323,-2.0993148726258255,-3.2377752731478306,-0.9530706469462746,81.92250582495238,72.6230712890625,63.32363675317261,18.598869071779774,0.19307286386082184
2020-03-12 00:00:00-04:00,62.17956017177718,65.59537815986118,60.25056956905768,60.30644607543945,418474000,0.0,0.0,71.66379985809326,68.16284400939941,90.19618082046509,68.52047646853597,71.23867323950839,32.91787927364973,-2.718196770972412,-3.2377752731478306,-0.9530706469462746,81.84723912286901,71.66379985809326,61.4803605933175,20.366878529551514,-0.05763841111806818
2020-03-13 00:00:00-04:00,64.35391881351434,68.0053940210408,61.45314155798019,67.53164672851562,370732000,0.0,0.0,71.09409122467041,68.16284400939941,90.19618082046509,68.36834881622515,70.96407868313855,45.16660721386343,-2.595729866913402,-3.2377752731478306,-0.9530706469462746,80.85481434808871,71.09409122467041,61.333368101252105,19.521446246836604,0.31751124116984586
2020-03-16 00:00:00-04:00,58.78074574053364,62.942405493904495,58.30700208996455,58.84391403198242,322423600,0.0,0.0,70.08902435302734,68.16284400939941,90.19618082046509,66.90305115711088,70.06628870897885,36.52948644354108,-3.163237551867965,-3.2377752731478306,-0.9530706469462746,80.52532173539481,70.08902435302734,59.65272697065987,20.87259476473494,-0.03874999480390282
2020-03-17 00:00:00-04:00,60.13152411847769,62.58527490250635,57.91828734590941,61.4312858581543,324056000,0.0,0.0,69.28560237884521,68.16284400939941,90.19618082046509,66.06124111111755,69.42665886817703,40.197317047222846,-3.3654177570594754,-3.2377752731478306,-0.9530706469462746,79.78997979585316,69.28560237884521,58.78122496183727,21.00875483401589,0.1261407883167944
2020-03-18 00:00:00-04:00,58.25111979728051,60.736454476481626,57.60731115559442,59.92744445800781,300233600,0.0,0.0,68.35086765289307,68.16284400939941,90.19618082046509,65.1175800875622,68.72301335631265,38.79408141052644,-3.6054332687504456,-3.2377752731478306,-0.9530706469462746,78.69146094784878,68.35086765289307,58.01027435793736,20.68118658991142,0.09270116546434881
